Journal Title;"Online
ISSN";Subject Area;License types offered;Full Article Publication Charge;;
Psychology & Marketing;15206793;Introductory Marketing;CC BY, CC BY-NC or CC BY-NC-ND;$3.800;£2.550;€ 3.170
Psychology and Psychotherapy: Theory, Research and Practice;20448341;Psychotherapy & Counseling;CC BY, CC BY-NC or CC BY-NC-ND;$4.070;£2.730;€ 3.400
Psychology in the Schools;15206807;Educational & School Psychology;CC BY, CC BY-NC or CC BY-NC-ND;$3.350;£2.220;€ 2.770
Psycho-Oncology;10991611;Psycho-Oncology;CC BY, CC BY-NC or CC BY-NC-ND;$4.940;£3.290;€ 4.120
Psychophysiology;14698986;Brain & Behavior: Physiological Psychology;CC BY, CC BY-NC or CC BY-NC-ND;$4.020;£2.680;€ 3.350
Public Administration;14679299;General & Introductory Political Science;CC BY, CC BY-NC or CC BY-NC-ND;$3.950;£2.590;€ 3.300
Public Administration and Development;1099162X;General & Introductory Development Studies;CC BY, CC BY-NC or CC BY-NC-ND;$3.010;£1.980;€ 2.510
Public Administration Review;15406210;Public Administration;CC BY, CC BY-NC or CC BY-NC-ND;$4.250;£2.890;€ 3.520
Public Budgeting & Finance;15405850;General Finance & Investments;CC BY, CC BY-NC or CC BY-NC-ND;$3.470;£2.330;€ 2.900
Public Health Nursing;15251446;Public Health Nursing & Health Visiting;CC BY, CC BY-NC or CC BY-NC-ND;$3.570;£2.440;€ 2.940
Quality and Reliability Engineering International;10991638;Engineering Statistics;CC BY, CC BY-NC or CC BY-NC-ND;$4.550;£3.040;€ 3.790
Quarterly Journal of the Royal Meteorological Society;1477870X;Atmospheric Sciences;CC BY, CC BY-NC or CC BY-NC-ND;$4.320;£2.890;€ 3.620
R&D Management;14679310;General & Introductory Business & Management;CC BY, CC BY-NC or CC BY-NC-ND;$3.620;£2.440;€ 3.020
Radio Science;1944799X;Electromagnetic Theory;CC BY, CC BY-NC or CC BY-NC-ND;$3.700;£2.640;€ 3.170
Random Structures & Algorithms;10982418;Discrete Mathematics;CC BY, CC BY-NC or CC BY-NC-ND;$4.550;£3.040;€ 3.790
Rapid Communications in Mass Spectrometry;10970231;Mass Spectrometry;CC BY, CC BY-NC or CC BY-NC-ND;$4.840;£3.240;€ 4.020
Ratio;14679329;Analytic Philosophy;CC BY, CC BY-NC or CC BY-NC-ND;$2.900;£1.930;€ 2.400
Ratio Juris;14679337;General & Introductory Law;CC BY, CC BY-NC or CC BY-NC-ND;$2.900;£1.930;€ 2.390
Reading Research Quarterly;19362722;Literacy & Reading;CC BY, CC BY-NC or CC BY-NC-ND;$3.530;£2.350;€ 2.940
Real Estate Economics;15406229;Property & Real Estate;CC BY, CC BY-NC or CC BY-NC-ND;$3.400;£2.270;€ 2.850
Regulation & Governance;17485991;General & Introductory Political Science;CC BY, CC BY-NC or CC BY-NC-ND;$4.480;£3.000;€ 3.750
Religion Compass;17498171;General & Introductory Religion & Theology;CC BY, CC BY-NC or CC BY-NC-ND;$2.900;£1.930;€ 2.400
Religious Studies Review;17480922;Religious Studies;CC BY, CC BY-NC or CC BY-NC-ND;$2.900;£1.930;€ 2.450
Remediation;15206831;Environmental Management, Policy & Planning;CC BY, CC BY-NC or CC BY-NC-ND;$3.460;£2.330;€ 2.890
Renaissance Studies;14774658;Renaissance History;CC BY, CC BY-NC or CC BY-NC-ND;$2.900;£1.930;€ 2.450
Reproduction in Domestic Animals;14390531;General & Introductory Veterinary Medicine;CC BY, CC BY-NC or CC BY-NC-ND;$4.520;£3.030;€ 3.740
Research in Nursing & Health;1098240X;Nursing General;CC BY, CC BY-NC or CC BY-NC-ND;$4.150;£2.720;€ 3.470
Resource Geology;17513928;Economic & Applied Geology;CC BY, CC BY-NC or CC BY-NC-ND;$3.350;£2.240;€ 2.790
Respirology;14401843;Respiratory Medicine;CC BY, CC BY-NC or CC BY-NC-ND;$4.330;£2.890;€ 3.610
Restoration Ecology;1526100X;Population & Community Ecology;CC BY, CC BY-NC or CC BY-NC-ND;$3.300;£2.200;€ 2.750
Review of Development Economics;14679361;Economic Development;CC BY, CC BY-NC or CC BY-NC-ND;$3.350;£2.220;€ 2.770
Review of Education;20496613;General & Introductory Education;CC BY, CC BY-NC or CC BY-NC-ND;$3.470;£2.330;€ 2.900
Review of European, Comparative & International Environmental Law;20500394;General & Introductory Law;CC BY, CC BY-NC or CC BY-NC-ND;$3.750;£2.500;€ 3.120
Review of Financial Economics;18735924;Financial Economics;CC BY, CC BY-NC or CC BY-NC-ND;$3.470;£2.330;€ 2.900
Review of Income and Wealth;14754991;General & Introductory Economics;CC BY, CC BY-NC or CC BY-NC-ND;$3.300;£2.160;€ 2.790
Review of International Economics;14679396;International Finance;CC BY, CC BY-NC or CC BY-NC-ND;$3.350;£2.270;€ 2.770
Review of Policy Research;15411338;Public Policy & Administration;CC BY, CC BY-NC or CC BY-NC-ND;$3.300;£2.220;€ 2.760
Reviews in Aquaculture;17535131;General Aquaculture, Fisheries & Fish Science;CC BY, CC BY-NC or CC BY-NC-ND;$4.480;£3.000;€ 3.750
Reviews in Medical Virology;10991654;Infectious Disease;CC BY, CC BY-NC or CC BY-NC-ND;$4.880;£3.240;€ 4.080
Reviews in Religion & Theology;14679418;General & Introductory Religion & Theology;CC BY, CC BY-NC or CC BY-NC-ND;$3.240;£2.160;€ 2.660
Reviews of Geophysics;19449208;Environmental Physics;CC BY, CC BY-NC or CC BY-NC-ND;$3.880;£2.770;€ 3.330
Risk Analysis;15396924;Mathematical Modeling;CC BY, CC BY-NC or CC BY-NC-ND;$4.880;£3.240;€ 4.030
Risk Management and Insurance Review;15406296;Insurance & Risk Management;CC BY, CC BY-NC or CC BY-NC-ND;$3.400;£2.270;€ 2.850
Risk, Hazards & Crisis in Public Policy;19444079;Public Policy & Administration;CC BY, CC BY-NC or CC BY-NC-ND;$2.900;£1.930;€ 2.450
River Research and Applications;15351467;Hydrological Sciences;CC BY, CC BY-NC or CC BY-NC-ND;$4.110;£2.790;€ 3.430
Rural Sociology;15490831;General Sociology;CC BY, CC BY-NC or CC BY-NC-ND;$3.520;£2.270;€ 2.920
Scandinavian Journal of Caring Sciences;14716712;Nursing General;CC BY, CC BY-NC or CC BY-NC-ND;$3.400;£2.270;€ 2.850
Scandinavian Journal of Immunology;13653083;Immunology;CC BY, CC BY-NC or CC BY-NC-ND;$4.480;£3.010;€ 3.750
Scandinavian Journal of Medicine & Science in Sports;16000838;Sports Medicine;CC BY, CC BY-NC or CC BY-NC-ND;$4.550;£3.070;€ 3.810
Scandinavian Journal of Psychology;14679450;Psychology General;CC BY, CC BY-NC or CC BY-NC-ND;$4.160;£2.810;€ 3.480
Scandinavian Journal of Statistics;14679469;Applied Probability & Statistics;CC BY, CC BY-NC or CC BY-NC-ND;$3.500;£2.290;€ 2.910
Scandinavian Political Studies;14679477;General & Introductory Political Science;CC BY, CC BY-NC or CC BY-NC-ND;$2.950;£1.980;€ 2.450
School Science and Mathematics;19498594;Science;CC BY, CC BY-NC or CC BY-NC-ND;$2.750;£1.840;€ 2.320
Science Education;1098237X;Science;CC BY, CC BY-NC or CC BY-NC-ND;$4.050;£2.700;€ 3.350
Scottish Journal of Political Economy;14679485;General & Introductory Economics;CC BY, CC BY-NC or CC BY-NC-ND;$2.900;£1.930;€ 2.450
Sculpture, Monuments and Open Space;29933439;Sculpture;CC BY;$3.150;£2.320;€ 2.730
Security and Privacy;24756725;Communication Technology;CC BY, CC BY-NC or CC BY-NC-ND;$2.940;£1.980;€ 2.460
Sedimentology;13653091;Sedimentology & Stratigraphy;CC BY, CC BY-NC or CC BY-NC-ND;$4.250;£2.840;€ 3.520
Seminars in Dialysis;1525139X;Nephrology;CC BY, CC BY-NC or CC BY-NC-ND;$3.730;£2.490;€ 3.130
Separation Science Plus;25731815;Chromatography / Separation Techniques;CC BY*, CC BY-NC or CC BY-NC-ND;$3.460;£2.330;€ 2.890
Sexuality, Gender & Policy;26395355;Gender & Politics;CC BY, CC BY-NC or CC BY-NC-ND;$3.300;£2.220;€ 2.760
Singapore Journal of Tropical Geography;14679493;General & Introductory Geography;CC BY, CC BY-NC or CC BY-NC-ND;$2.900;£1.930;€ 2.390
Small;16136829;Nanotechnology General;CC BY, CC BY-NC or CC BY-NC-ND;$5.790;£4.370;€ 5.050
Small Methods;23669608;General & Introductory Materials Science;CC BY, CC BY-NC or CC BY-NC-ND;$4.640;£3.150;€ 3.870
Social and Personality Psychology Compass;17519004;Social Psychology;CC BY, CC BY-NC or CC BY-NC-ND;$3.400;£2.270;€ 2.840
Social Development;14679507;Developmental Psychology;CC BY, CC BY-NC or CC BY-NC-ND;$3.460;£2.310;€ 2.910
Social Issues and Policy Review;17512409;Social Psychology;CC BY, CC BY-NC or CC BY-NC-ND;$3.800;£2.560;€ 3.170
Social Policy & Administration;14679515;General & Introductory Social Policy & Welfare;CC BY, CC BY-NC or CC BY-NC-ND;$4.330;£2.940;€ 3.610
Social Science Quarterly;15406237;General & Introductory Political Science;CC BY, CC BY-NC or CC BY-NC-ND;$3.010;£1.980;€ 2.560
Sociologia Ruralis;14679523;General Sociology;CC BY*, CC BY-NC or CC BY-NC-ND;$3.920;£2.640;€ 3.250
Sociological Forum;15737861;General Sociology;CC BY, CC BY-NC or CC BY-NC-ND;$3.240;£2.160;€ 2.730
Sociological Inquiry;1475682X;General Sociology;CC BY, CC BY-NC or CC BY-NC-ND;$2.900;£1.930;€ 2.450
Sociology Compass;17519020;General Sociology;CC BY, CC BY-NC or CC BY-NC-ND;$3.350;£2.270;€ 2.770
Sociology Lens;14676443;Political Sociology;CC BY, CC BY-NC or CC BY-NC-ND;$4.430;£2.970;€ 3.670
Sociology of Health & Illness;14679566;Sociology of Health & Illness;CC BY, CC BY-NC or CC BY-NC-ND;$4.330;£2.890;€ 3.610
Software Testing, Verification & Reliability;10991689;Programming & Software Development;CC BY, CC BY-NC or CC BY-NC-ND;$2.770;£1.810;€ 2.310
Software: Practice and Experience;1097024X;Programming & Software Development;CC BY, CC BY-NC or CC BY-NC-ND;$4.650;£3.120;€ 3.850
Soil Science Society of America Journal;14350661;Soil;CC BY, CC BY-NC or CC BY-NC-ND;$2.020;£1.580;€ 1.840
Soil Use and Management;14752743;Soil Science & Geoarchaeology;CC BY, CC BY-NC or CC BY-NC-ND;$4.120;£2.730;€ 3.430
Solar RRL;2367198X;General & Introductory Materials Science;CC BY, CC BY-NC or CC BY-NC-ND;$4.640;£3.150;€ 3.870
Sonography;20546750;Radiology & Imaging;CC BY, CC BY-NC or CC BY-NC-ND;$2.900;£1.930;€ 2.390
South African Journal of Economics;18136982;General & Introductory Economics;CC BY, CC BY-NC or CC BY-NC-ND;$2.850;£1.880;€ 2.390
Southern Economic Journal;23258012;General & Introductory Economics;CC BY, CC BY-NC or CC BY-NC-ND;$3.010;£2.270;€ 2.560
Special Care in Dentistry;17544505;Dentistry Special Topics;CC BY, CC BY-NC or CC BY-NC-ND;$3.240;£2.160;€ 2.670
Starch - Stärke;1521379X;Food Chemistry;CC BY, CC BY-NC or CC BY-NC-ND;$4.260;£2.900;€ 3.550
Stat;20491573;General & Introductory Statistics;CC BY, CC BY-NC or CC BY-NC-ND;$3.610;£2.410;€ 2.980
Statistica Neerlandica;14679574;Probability & Mathematical Statistics;CC BY, CC BY-NC or CC BY-NC-ND;$3.800;£2.500;€ 3.170
Statistical Analysis and Data Mining;19321872;Data Analysis;CC BY, CC BY-NC or CC BY-NC-ND;$3.950;£2.590;€ 3.300
Statistics in Medicine;10970258;Experimental Design;CC BY, CC BY-NC or CC BY-NC-ND;$5.450;£3.860;€ 4.710
Steel Construction: Design and Research;18670539;General & Introductory Civil Engineering & Construction;CC BY, CC BY-NC or CC BY-NC-ND;$3.300;£2.160;€ 2.760
Steel Research International;1869344X;General & Introductory Materials Science;CC BY, CC BY-NC or CC BY-NC-ND;$3.500;£2.380;€ 2.910
Strain;14751305;Materials Characterization;CC BY, CC BY-NC or CC BY-NC-ND;$4.220;£2.780;€ 3.550
Strategic Change;10991697;Institutional & Corporate Finance;CC BY, CC BY-NC or CC BY-NC-ND;$3.460;£2.330;€ 2.890
Strategic Entrepreneurship Journal;1932443X;Small Business & Entrepreneurship;CC BY, CC BY-NC or CC BY-NC-ND;$4.100;£2.720;€ 3.400
Strategic Management Journal;10970266;Strategic Management;CC BY, CC BY-NC or CC BY-NC-ND;$4.250;£2.830;€ 3.520
Stress and Health;15322998;Psychology General;CC BY, CC BY-NC or CC BY-NC-ND;$4.070;£2.730;€ 3.400
Structural Concrete;17517648;General & Introductory Civil Engineering & Construction;CC BY, CC BY-NC or CC BY-NC-ND;$3.820;£2.980;€ 3.450
Studia Linguistica;14679582;General & Introductory Linguistics;CC BY, CC BY-NC or CC BY-NC-ND;$2.900;£1.930;€ 2.450
Studies in Applied Mathematics;14679590;Applied Mathematics;CC BY, CC BY-NC or CC BY-NC-ND;$4.550;£3.120;€ 3.810
Studies In Ethnicity and Nationalism;17549469;General & Introductory Political Science;CC BY, CC BY-NC or CC BY-NC-ND;$3.470;£2.330;€ 2.900
Studies in Family Planning;17284465;Population & Demography;CC BY, CC BY-NC or CC BY-NC-ND;$3.190;£2.110;€ 2.680
Suicide and Life-Threatening Behavior;1943278X;Mental Health;CC BY, CC BY-NC or CC BY-NC-ND;$3.700;£2.500;€ 3.070
Support for Learning;14679604;Special Educational Needs;CC BY, CC BY-NC or CC BY-NC-ND;$3.300;£2.220;€ 2.760
Surface and Interface Analysis;10969918;Thin Films, Surfaces & Interfaces;CC BY, CC BY-NC or CC BY-NC-ND;$3.580;£2.420;€ 2.970
Surgical Practice;17441633;Surgery & Surgical Specialties;CC BY, CC BY-NC or CC BY-NC-ND;$2.760;£1.840;€ 2.280
Sustainable Development;10991719;General & Introductory Development Studies;CC BY, CC BY-NC or CC BY-NC-ND;$4.250;£2.840;€ 3.520
Swiss Political Science Review;16626370;General & Introductory Political Science;CC BY, CC BY-NC or CC BY-NC-ND;$3.140;£1.580;€ 2.380
Symbolic Interaction;15338665;General Sociology;CC BY, CC BY-NC or CC BY-NC-ND;$3.450;£2.270;€ 2.880
Synapse;10982396;Neuroscience;CC BY, CC BY-NC or CC BY-NC-ND;$3.570;£2.380;€ 3.000
Syntax;14679612;Syntax;CC BY, CC BY-NC or CC BY-NC-ND;$3.240;£2.160;€ 2.740
System Dynamics Review;10991727;Management;CC BY, CC BY-NC or CC BY-NC-ND;$3.270;£2.160;€ 2.780
Systematic Entomology;13653113;Entomology;CC BY, CC BY-NC or CC BY-NC-ND;$4.520;£3.050;€ 3.780
Systems Engineering;15206858;Systems Engineering & Management;CC BY, CC BY-NC or CC BY-NC-ND;$3.140;£2.110;€ 2.820
Systems Research and Behavioral Science;10991743a;Systems movement;CC BY, CC BY-NC or CC BY-NC-ND;$3.190;£2.110;€ 2.650
TAXON;19968175;Plant Science;CC BY, CC BY-NC or CC BY-NC-ND;$2.630;£1.960;€ 2.220
Teaching Statistics;14679639;General & Introductory Statistics;CC BY, CC BY-NC or CC BY-NC-ND;$2.900;£1.930;€ 2.450
Teaching Theology & Religion;14679647;General & Introductory Religion & Theology;CC BY, CC BY-NC or CC BY-NC-ND;$2.900;£1.930;€ 2.400
Tectonics;19449194;Structural Geology & Tectonics;CC BY, CC BY-NC or CC BY-NC-ND;$4.070;£2.910;€ 3.490
Terra Nova;13653121;Geology & Geophysics;CC BY, CC BY-NC or CC BY-NC-ND;$3.720;£2.450;€ 3.110
TESOL Journal;19493533;Educational Linguistics;CC BY, CC BY-NC or CC BY-NC-ND;$2.850;£1.880;€ 2.390
TESOL Quarterly;15457249;Educational Linguistics;CC BY, CC BY-NC or CC BY-NC-ND;$2.850;£1.880;€ 2.390
The American Journal of Economics and Sociology;15367150;Economic History;CC BY, CC BY-NC or CC BY-NC-ND;$2.900;£1.930;€ 2.450
The American Journal on Addictions;15210391;Addiction;CC BY, CC BY-NC or CC BY-NC-ND;$3.920;£2.610;€ 3.290
The Anatomical Record;19328494;Anatomy & Physiology;CC BY, CC BY-NC or CC BY-NC-ND;$4.430;£3.010;€ 3.700
The Australian Economic Review;14678462;General & Introductory Economics;CC BY, CC BY-NC or CC BY-NC-ND;$2.900;£1.930;€ 2.390
The Australian Journal of Agricultural and Resource Economics;14678489;Agricultural Economics & Resource Management;CC BY, CC BY-NC or CC BY-NC-ND;$2.710;£1.810;€ 2.260
The Australian Journal of Anthropology;17576547;General & Introductory Anthropology;CC BY, CC BY-NC or CC BY-NC-ND;$3.010;£1.980;€ 2.500
The British Journal of Sociology;14684446;General Sociology;CC BY, CC BY-NC or CC BY-NC-ND;$3.840;£2.870;€ 3.240
The Canadian Journal of Chemical Engineering;1939019X;General & Introductory Chemical Engineering;CC BY, CC BY-NC or CC BY-NC-ND;$3.690;£2.490;€ 3.080
The Canadian Journal of Statistics/La revue canadienne de statistique;1708945X;General & Introductory Statistics;CC BY, CC BY-NC or CC BY-NC-ND;$2.970;£2.000;€ 2.490
The Career Development Quarterly;21610045;Psychotherapy & Counseling;CC BY, CC BY-NC or CC BY-NC-ND;$2.900;£1.930;€ 2.450
The Chemical Record;15280691;General Chemistry;CC BY, CC BY-NC or CC BY-NC-ND;$4.710;£2.940;€ 3.960
The Clinical Teacher;1743498X;Medical Professional Development;CC BY, CC BY-NC or CC BY-NC-ND;$3.620;£2.440;€ 3.020
The Curriculum Journal;14693704;General & Introductory Education;CC BY, CC BY-NC or CC BY-NC-ND;$3.430;£2.310;€ 2.870
The Developing Economies;17461049;Economic Development;CC BY, CC BY-NC or CC BY-NC-ND;$2.760;£1.840;€ 2.280
The Economic History Review;14680289;Economic History;CC BY, CC BY-NC or CC BY-NC-ND;$3.900;£2.590;€ 3.240
The Ecumenical Review;17586623;General & Introductory Religion & Theology;CC BY, CC BY-NC or CC BY-NC-ND;$2.900;£1.930;€ 2.450
The Electronic Journal of Information Systems in Developing Countries;16814835;Information & Library Science;CC BY, CC BY-NC or CC BY-NC-ND;$3.590;£2.420;€ 3.010
The FASEB Journal;15306860;General Biology;CC BY, CC BY-NC or CC BY-NC-ND;$3.740;£2.510;€ 3.100
The FEBS Journal;17424658;Biochemistry;CC BY, CC BY-NC or CC BY-NC-ND;$5.000;£3.320;€ 4.160
The Financial Review;15406288;General Finance & Investments;CC BY, CC BY-NC or CC BY-NC-ND;$2.900;£1.930;€ 2.450
The Geographical Journal;14754959;General & Introductory Geography;CC BY, CC BY-NC or CC BY-NC-ND;$3.840;£2.540;€ 3.190
The German Quarterly;17561183;Cultural Studies General;CC BY, CC BY-NC or CC BY-NC-ND;$2.900;£1.930;€ 2.450
The Heythrop Journal;14682265;General & Introductory Religion & Theology;CC BY, CC BY-NC or CC BY-NC-ND;$2.900;£1.930;€ 2.450
The Howard Journal of Crime and Justice;20591101;General & Introductory Law;CC BY, CC BY-NC or CC BY-NC-ND;$3.470;£2.330;€ 2.900
The International Journal of Health Planning and Management;10991751;Public Health Services & Policy;CC BY, CC BY-NC or CC BY-NC-ND;$4.030;£2.640;€ 3.370
The International Journal of Medical Robotics and Computer Assisted Surgery;1478596X;Surgery & Surgical Specialties;CC BY, CC BY-NC or CC BY-NC-ND;$4.430;£2.950;€ 3.750
The Journal of American Culture;1542734X;American Studies;CC BY, CC BY-NC or CC BY-NC-ND;$2.900;£1.930;€ 2.450
The Journal of Clinical Pharmacology;15524604;Clinical Pharmacology & Therapeutics;CC BY, CC BY-NC or CC BY-NC-ND;$4.150;£2.780;€ 3.470
The Journal of Comparative Neurology;10969861;Neurosystems;CC BY, CC BY-NC or CC BY-NC-ND;$5.450;£4.080;€ 4.770
The Journal of Creative Behavior;21626057;Cognitive Psychology;CC BY, CC BY-NC or CC BY-NC-ND;$2.900;£1.930;€ 2.450
The Journal of Dermatology;13468138;Dermatology;CC BY;$3.630;£2.400;€ 3.050
The Journal of Finance;15406261;General Finance & Investments;CC BY, CC BY-NC or CC BY-NC-ND;$4.430;£3.300;€ 3.750
The Journal of Futures Markets;10969934;General Finance & Investments;CC BY, CC BY-NC or CC BY-NC-ND;$3.240;£2.160;€ 2.740
The Journal of Gene Medicine;15212254;DNA & RNA Therapies;CC BY, CC BY-NC or CC BY-NC-ND;$4.480;£3.000;€ 3.750
The Journal of Humanistic Counseling;21611939;Psychotherapy & Counseling;CC BY, CC BY-NC or CC BY-NC-ND;$2.900;£1.930;€ 2.450
The Journal of Industrial Economics;14676451;General & Introductory Economics;CC BY, CC BY-NC or CC BY-NC-ND;$3.350;£2.220;€ 2.780
The Journal of Latin American and Caribbean Anthropology;19354940;Latin- & Meso-American Anthropology;CC BY, CC BY-NC or CC BY-NC-ND;$3.400;£2.270;€ 2.850
The Journal of Pathology;10969896;Pathology;CC BY, CC BY-NC or CC BY-NC-ND;$5.450;£3.620;€ 4.600
The Journal of Physiology;14697793;Anatomy & Physiology;CC BY, CC BY-NC or CC BY-NC-ND;$5.400;£3.590;€ 4.490
The Journal of Political Philosophy;14679760;Political & Economic Philosophy;CC BY, CC BY-NC or CC BY-NC-ND;$4.030;£2.670;€ 3.350
The Journal of Popular Culture;15405931;Popular Culture;CC BY, CC BY-NC or CC BY-NC-ND;$2.900;£1.930;€ 2.450
The Journal of Rural Health;17480361;Consumer Health General;CC BY, CC BY-NC or CC BY-NC-ND;$4.480;£3.010;€ 3.750
The Journal of Wildlife Management;19372817;Conservation Science;CC BY, CC BY-NC or CC BY-NC-ND;$4.270;£2.870;€ 3.570
The Journal of World Intellectual Property;17471796;General & Introductory Law;CC BY, CC BY-NC or CC BY-NC-ND;$2.900;£1.930;€ 2.400
The Laryngoscope;15314995;Otolaryngology (Ear, Nose & Throat);CC BY*, CC BY-NC or CC BY-NC-ND;$4.840;£3.240;€ 4.070
The Manchester School;14679957;General & Introductory Economics;CC BY, CC BY-NC or CC BY-NC-ND;$3.350;£2.220;€ 2.780
The Milbank Quarterly;14680009;Health & Social Care;CC BY, CC BY-NC or CC BY-NC-ND;$4.430;£3.010;€ 3.700
The Modern Language Journal;15404781;Applied Linguistics;CC BY, CC BY-NC or CC BY-NC-ND;$3.800;£2.560;€ 3.170
The Modern Law Review;14682230;General & Introductory Law;CC BY, CC BY-NC or CC BY-NC-ND;$3.400;£2.270;€ 2.850
The Muslim World;14781913;Islam;CC BY, CC BY-NC or CC BY-NC-ND;$2.900;£1.930;€ 2.450
The Obstetrician & Gynaecologist;17444667;Obstetrics;CC BY, CC BY-NC or CC BY-NC-ND;$2.900;£1.930;€ 2.450
The Philosophical Forum;14679191;General Philosophy;CC BY, CC BY-NC or CC BY-NC-ND;$2.900;£1.930;€ 2.450
The Photogrammetric Record;14779730;GIS & Remote Sensing;CC BY, CC BY-NC or CC BY-NC-ND;$3.030;£2.070;€ 2.490
The Plant Journal;1365313X;Plant Science;CC BY, CC BY-NC or CC BY-NC-ND;$5.450;£3.860;€ 4.650
The Political Quarterly;1467923X;General & Introductory Political Science;CC BY, CC BY-NC or CC BY-NC-ND;$3.520;£2.330;€ 2.920
The Prostate;10970045;Urology;CC BY*, CC BY-NC or CC BY-NC-ND;$4.600;£3.040;€ 3.840
The RAND Journal of Economics;17562171;General & Introductory Economics;CC BY, CC BY-NC or CC BY-NC-ND;$3.400;£2.270;€ 2.870
The Reading Teacher;19362714;Literacy & Reading;CC BY, CC BY-NC or CC BY-NC-ND;$2.760;£1.820;€ 2.320
The Russian Review;14679434;Cultural Studies General;CC BY, CC BY-NC or CC BY-NC-ND;$2.900;£1.930;€ 2.450
The Scandinavian Journal of Economics;14679442;General & Introductory Economics;CC BY, CC BY-NC or CC BY-NC-ND;$3.470;£2.330;€ 2.900
The Southern Journal of Philosophy;20416962;General Philosophy;CC BY, CC BY-NC or CC BY-NC-ND;$2.900;£1.930;€ 2.450
The Structural Design of Tall and Special Buildings;15417808;Structural & Building Engineering;CC BY, CC BY-NC or CC BY-NC-ND;$3.720;£2.510;€ 3.110
The World Economy;14679701;General & Introductory Economics;CC BY, CC BY-NC or CC BY-NC-ND;$3.570;£2.380;€ 3.000
Theoria;17552567;General Philosophy;CC BY, CC BY-NC or CC BY-NC-ND;$3.240;£2.160;€ 2.730
Therapeutic Apheresis and Dialysis;17449987;Nephrology;CC BY*, CC BY-NC or CC BY-NC-ND;$3.350;£2.220;€ 2.780
Thunderbird International Business Review;15206874;International Management;CC BY, CC BY-NC or CC BY-NC-ND;$3.460;£2.330;€ 2.890
Tijdschrift voor Economische en Sociale Geografie;14679663;General & Introductory Geography;CC BY, CC BY-NC or CC BY-NC-ND;$3.730;£2.490;€ 3.130
Topics in Cognitive Science;17568765;Cognitive Science;CC BY, CC BY-NC or CC BY-NC-ND;$3.470;£2.330;€ 2.900
Traditional & Kampo Medicine;20534515;Pharmacology & Pharmaceutical Medicine;CC BY, CC BY-NC or CC BY-NC-ND;$2.870;£1.410;€ 2.160
Traffic;16000854;Cell & Molecular Biology;CC BY, CC BY-NC or CC BY-NC-ND;$4.650;£3.120;€ 3.920
Transactions in GIS;14679671;GIS & Remote Sensing;CC BY, CC BY-NC or CC BY-NC-ND;$3.800;£2.550;€ 3.170
Transactions of the Institute of British Geographers;14755661;General & Introductory Geography;CC BY, CC BY-NC or CC BY-NC-ND;$4.070;£2.730;€ 3.400
Transactions of the Philological Society;1467968X;General & Introductory Linguistics;CC BY, CC BY-NC or CC BY-NC-ND;$2.900;£1.930;€ 2.450
Transactions on Emerging Telecommunications Technologies;21613915;Communication Technology;CC BY, CC BY-NC or CC BY-NC-ND;$2.850;£1.890;€ 2.370
Transfusion;15372995;Hematology;CC BY*, CC BY-NC or CC BY-NC-ND;$4.100;£2.730;€ 3.410
Transfusion Medicine;13653148;Blood Transfusion;CC BY, CC BY-NC or CC BY-NC-ND;$3.700;£2.500;€ 3.070
Transplant Infectious Disease;13993062;Transplantation;CC BY, CC BY-NC or CC BY-NC-ND;$3.920;£2.670;€ 3.240
Transportation Journal;2157328X;Transportation;CC BY;$2.940;£2.160;€ 2.550
Tropical Medicine & International Health;13653156;Infectious Disease;CC BY, CC BY-NC or CC BY-NC-ND;$3.400;£2.270;€ 2.870
Ultrasound in Obstetrics & Gynecology;14690705;Obstetrics & Gynecology;CC BY, CC BY-NC or CC BY-NC-ND;$4.940;£3.300;€ 4.150
Veterinary and Comparative Oncology;14765829;General & Introductory Veterinary Medicine;CC BY, CC BY-NC or CC BY-NC-ND;$4.730;£3.210;€ 3.940
Veterinary Clinical Pathology;1939165X;General & Introductory Veterinary Medicine;CC BY, CC BY-NC or CC BY-NC-ND;$3.400;£2.270;€ 2.870
Veterinary Dermatology;13653164;Veterinary Dermatology;CC BY*, CC BY-NC or CC BY-NC-ND;$3.570;£2.380;€ 2.970
Veterinary Ophthalmology;14635224;General & Introductory Veterinary Medicine;CC BY, CC BY-NC or CC BY-NC-ND;$3.860;£2.560;€ 3.230
Veterinary Radiology & Ultrasound;17408261;Veterinary Imaging;CC BY, CC BY-NC or CC BY-NC-ND;$4.410;£2.980;€ 3.700
Veterinary Record;20427670;General & Introductory Veterinary Medicine;CC BY*, CC BY-NC or CC BY-NC-ND;$3.980;£3.130;€ 3.580
Veterinary Record Case Reports;20526121;General & Introductory Veterinary Medicine;CC BY, CC BY-NC or CC BY-NC-ND;$1.480;£1.080;€ 1.190
Veterinary Surgery;1532950X;General & Introductory Veterinary Medicine;CC BY, CC BY-NC or CC BY-NC-ND;$3.000;£2.000;€ 2.500
Vietnam Journal of Chemistry;25728288;General Chemistry;CC BY, CC BY-NC or CC BY-NC-ND;$3.400;£2.290;€ 2.840
Visual Anthropology Review;15487458;Anthropology of Art & Media;CC BY, CC BY-NC or CC BY-NC-ND;$3.400;£2.270;€ 2.850
Vox Sanguinis;14230410;Blood Transfusion;CC BY, CC BY-NC or CC BY-NC-ND;$4.150;£2.780;€ 3.470
